2l2h16d		 >> early stop 168.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.447		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h16d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.243		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.887		eval_len301-400_acc: 0.029		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h64d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.334		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
2l4h256d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.999		eval_len301-400_acc: 0.475		eval_len401-500_acc: 0.0 		lr: 0.0001
4l1h16d		 >> early stop 216.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.815		eval_len301-400_acc: 0.016		eval_len401-500_acc: 0.0 		lr: 0.001
4l1h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.453		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l1h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.309		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l1h256d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.768		eval_len301-400_acc: 0.007		eval_len401-500_acc: 0.0 		lr: 0.0001
4l2h16d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.663		eval_len301-400_acc: 0.009		eval_len401-500_acc: 0.0 		lr: 0.001
4l2h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.705		eval_len301-400_acc: 0.004		eval_len401-500_acc: 0.0 		lr: 0.001
4l2h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.51		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l2h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.541		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l4h16d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.5		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h16d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.379		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l4h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.689		eval_len301-400_acc: 0.009		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.393		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l4h256d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.935		eval_len301-400_acc: 0.081		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.451		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
