2l1h16d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.864		eval_len301-400_acc: 0.015		eval_len401-500_acc: 0.015 		lr: 0.001
2l1h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.972		eval_len301-400_acc: 0.243		eval_len401-500_acc: 0.015 		lr: 0.001
2l1h64d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.511		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.0001
2l1h256d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.92		eval_len301-400_acc: 0.128		eval_len401-500_acc: 0.015 		lr: 0.0001
2l2h16d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.459		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.001
2l2h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.997		eval_len301-400_acc: 0.626		eval_len401-500_acc: 0.081 		lr: 0.001
2l2h64d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.228		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.0001
2l2h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.838		eval_len301-400_acc: 0.009		eval_len401-500_acc: 0.015 		lr: 0.0001
2l4h16d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.718		eval_len301-400_acc: 0.005		eval_len401-500_acc: 0.015 		lr: 0.001
2l4h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.801		eval_len401-500_acc: 0.087 		lr: 0.001
2l4h64d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.428		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.0001
2l4h256d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.89		eval_len401-500_acc: 0.095 		lr: 0.001
2l4h256d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.695		eval_len401-500_acc: 0.022 		lr: 0.0001
4l1h16d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.84		eval_len301-400_acc: 0.023		eval_len401-500_acc: 0.015 		lr: 0.001
4l1h64d		 >> early stop 168.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.82		eval_len301-400_acc: 0.02		eval_len401-500_acc: 0.015 		lr: 0.001
4l1h64d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.337		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.0001
4l1h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.963		eval_len301-400_acc: 0.07		eval_len401-500_acc: 0.015 		lr: 0.0001
4l2h16d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.509		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.001
4l2h64d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.388		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.001
4l2h64d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.52		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.0001
4l2h256d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.356		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.001
4l2h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.277		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.0001
4l4h16d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.588		eval_len301-400_acc: 0.006		eval_len401-500_acc: 0.015 		lr: 0.001
4l4h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.999		eval_len301-400_acc: 0.355		eval_len401-500_acc: 0.015 		lr: 0.001
4l4h64d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.309		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.0001
4l4h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.226		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.015 		lr: 0.0001
