2l2h16d		 >> early stop 192.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.256		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
2l2h64d		 >> early stop 240.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.719		eval_len301-400_acc: 0.001		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h16d		 >> early stop 216.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.186		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h64d		 >> early stop 192.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.807		eval_len301-400_acc: 0.022		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h256d		 >> early stop 216.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.814		eval_len301-400_acc: 0.014		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h256d		 >> early stop 216.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.64		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l1h16d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.143		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l1h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.359		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l1h64d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.17		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l1h256d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.377		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l2h16d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.283		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l2h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.562		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l2h64d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.159		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l2h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.727		eval_len301-400_acc: 0.008		eval_len401-500_acc: 0.0 		lr: 0.001
4l2h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.329		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l4h16d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.225		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.334		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h64d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.188		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l4h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.762		eval_len301-400_acc: 0.006		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.31		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
