2l1h16d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.704		eval_len301-400_acc: 0.023		eval_len401-500_acc: 0.0 		lr: 0.001
2l1h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.922		eval_len301-400_acc: 0.149		eval_len401-500_acc: 0.0 		lr: 0.001
2l1h64d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.796		eval_len301-400_acc: 0.034		eval_len401-500_acc: 0.0 		lr: 0.0001
2l1h256d		 >> early stop 216.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.895		eval_len301-400_acc: 0.11		eval_len401-500_acc: 0.0 		lr: 0.001
2l1h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.951		eval_len301-400_acc: 0.304		eval_len401-500_acc: 0.0 		lr: 0.0001
2l2h16d		 >> early stop 168.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.781		eval_len301-400_acc: 0.054		eval_len401-500_acc: 0.0 		lr: 0.001
2l2h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.809		eval_len301-400_acc: 0.066		eval_len401-500_acc: 0.0 		lr: 0.001
2l2h64d		 >> early stop 192.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.784		eval_len301-400_acc: 0.057		eval_len401-500_acc: 0.0 		lr: 0.0001
2l2h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.939		eval_len301-400_acc: 0.22		eval_len401-500_acc: 0.0 		lr: 0.001
2l2h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.856		eval_len301-400_acc: 0.074		eval_len401-500_acc: 0.0 		lr: 0.0001
2l4h16d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.389		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.889		eval_len301-400_acc: 0.195		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.712		eval_len301-400_acc: 0.051		eval_len401-500_acc: 0.0 		lr: 0.0001
2l4h256d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.932		eval_len301-400_acc: 0.422		eval_len401-500_acc: 0.021 		lr: 0.001
2l4h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.97		eval_len301-400_acc: 0.338		eval_len401-500_acc: 0.008 		lr: 0.0001
4l1h16d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.544		eval_len301-400_acc: 0.004		eval_len401-500_acc: 0.0 		lr: 0.001
4l1h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.56		eval_len301-400_acc: 0.003		eval_len401-500_acc: 0.0 		lr: 0.001
4l1h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.4		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l1h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.778		eval_len301-400_acc: 0.054		eval_len401-500_acc: 0.0 		lr: 0.001
4l1h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.536		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l2h16d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.737		eval_len301-400_acc: 0.018		eval_len401-500_acc: 0.0 		lr: 0.001
4l2h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.869		eval_len301-400_acc: 0.145		eval_len401-500_acc: 0.001 		lr: 0.001
4l2h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.456		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l2h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.548		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l2h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.875		eval_len301-400_acc: 0.3		eval_len401-500_acc: 0.0 		lr: 0.0001
4l4h16d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.396		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.741		eval_len301-400_acc: 0.015		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.425		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l4h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.759		eval_len301-400_acc: 0.036		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.701		eval_len301-400_acc: 0.015		eval_len401-500_acc: 0.0 		lr: 0.0001
