2l1h256d		 >> early stop 240.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.311		eval_len301-400_acc: 0.021		eval_len401-500_acc: 0.018 		lr: 0.0001
2l2h16d		 >> early stop 192.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.311		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
2l2h64d		 >> early stop 240.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.511		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.001
2l2h256d		 >> early stop 240.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.934		eval_len301-400_acc: 0.332		eval_len401-500_acc: 0.02 		lr: 0.001
2l2h256d		 >> early stop 240.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.537		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.0001
2l4h16d		 >> early stop 168.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.236		eval_len301-400_acc: 0.004		eval_len401-500_acc: 0.0 		lr: 0.001
2l4h64d		 >> early stop 240.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.601		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.001
2l4h256d		 >> early stop 216.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.631		eval_len301-400_acc: 0.026		eval_len401-500_acc: 0.02 		lr: 0.001
2l4h256d		 >> early stop 216.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.483		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.0001
4l1h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.581		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.001
4l1h64d		 >> early stop 168.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.295		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.0001
4l1h256d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.678		eval_len301-400_acc: 0.028		eval_len401-500_acc: 0.02 		lr: 0.001
4l1h256d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.557		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.0001
4l2h16d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.426		eval_len301-400_acc: 0.023		eval_len401-500_acc: 0.018 		lr: 0.001
4l2h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.448		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.001
4l2h64d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.296		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.013 		lr: 0.0001
4l2h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.558		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.001
4l2h256d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.359		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.0001
4l4h16d		 >> early stop 240.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.329		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.001
4l4h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.483		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.001
4l4h64d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.267		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.0001
4l4h256d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.794		eval_len301-400_acc: 0.049		eval_len401-500_acc: 0.02 		lr: 0.001
4l4h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.354		eval_len301-400_acc: 0.025		eval_len401-500_acc: 0.02 		lr: 0.0001
