2l1h16d		 >> early stop 192.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.994		eval_len401-500_acc: 0.983 		lr: 0.001
2l1h64d		 >> early stop 192.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.998		eval_len401-500_acc: 0.978 		lr: 0.001
2l1h64d		 >> early stop 168.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.988		eval_len301-400_acc: 0.993		eval_len401-500_acc: 0.978 		lr: 0.0001
2l1h256d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.984		eval_len301-400_acc: 0.989		eval_len401-500_acc: 0.983 		lr: 0.001
2l1h256d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.995		eval_len401-500_acc: 0.985 		lr: 0.0001
2l2h16d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.997		eval_len301-400_acc: 0.996		eval_len401-500_acc: 0.979 		lr: 0.001
2l2h64d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.997		eval_len401-500_acc: 0.983 		lr: 0.001
2l2h64d		 >> early stop 168.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.99		eval_len301-400_acc: 0.991		eval_len401-500_acc: 0.983 		lr: 0.0001
2l2h256d		 >> early stop 192.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.995		eval_len401-500_acc: 0.983 		lr: 0.001
2l2h256d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.994		eval_len401-500_acc: 0.975 		lr: 0.0001
2l4h16d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.998		eval_len301-400_acc: 0.997		eval_len401-500_acc: 0.99 		lr: 0.001
2l4h64d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.999		eval_len301-400_acc: 0.994		eval_len401-500_acc: 0.976 		lr: 0.001
2l4h64d		 >> early stop 168.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.997		eval_len301-400_acc: 0.99		eval_len401-500_acc: 0.98 		lr: 0.0001
2l4h256d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.998		eval_len301-400_acc: 0.997		eval_len401-500_acc: 0.993 		lr: 0.001
2l4h256d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.993		eval_len401-500_acc: 0.985 		lr: 0.0001
4l1h16d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.994		eval_len301-400_acc: 0.988		eval_len401-500_acc: 0.975 		lr: 0.001
4l1h64d		 >> early stop 240.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.995		eval_len401-500_acc: 0.983 		lr: 0.001
4l1h64d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.995		eval_len301-400_acc: 0.992		eval_len401-500_acc: 0.984 		lr: 0.0001
4l1h256d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.984		eval_len301-400_acc: 0.989		eval_len401-500_acc: 0.976 		lr: 0.001
4l1h256d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.995		eval_len301-400_acc: 0.99		eval_len401-500_acc: 0.975 		lr: 0.0001
4l2h16d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.999		eval_len301-400_acc: 0.997		eval_len401-500_acc: 0.987 		lr: 0.001
4l2h64d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.995		eval_len401-500_acc: 0.983 		lr: 0.001
4l2h64d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.998		eval_len301-400_acc: 0.99		eval_len401-500_acc: 0.983 		lr: 0.0001
4l2h256d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.995		eval_len301-400_acc: 0.989		eval_len401-500_acc: 0.983 		lr: 0.0001
4l4h16d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.996		eval_len301-400_acc: 0.997		eval_len401-500_acc: 0.993 		lr: 0.001
4l4h64d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 1.0		eval_len401-500_acc: 1.0 		lr: 0.001
