2l1h16d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.813		eval_len401-500_acc: 0.752 		lr: 0.001
2l1h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.975		eval_len301-400_acc: 0.785		eval_len401-500_acc: 0.752 		lr: 0.001
2l1h64d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.908		eval_len301-400_acc: 0.184		eval_len401-500_acc: 0.0 		lr: 0.0001
2l1h256d		 >> early stop 192.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.385		eval_len401-500_acc: 0.248 		lr: 0.001
2l1h256d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.949		eval_len301-400_acc: 0.578		eval_len401-500_acc: 0.0 		lr: 0.0001
2l2h16d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.903		eval_len301-400_acc: 0.433		eval_len401-500_acc: 0.0 		lr: 0.001
2l2h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.775		eval_len401-500_acc: 0.536 		lr: 0.001
2l2h64d		 >> early stop 120.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.764		eval_len301-400_acc: 0.046		eval_len401-500_acc: 0.0 		lr: 0.0001
2l2h256d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.83		eval_len401-500_acc: 0.752 		lr: 0.001
2l2h256d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.968		eval_len301-400_acc: 0.893		eval_len401-500_acc: 0.843 		lr: 0.0001
2l4h16d		 >> early stop 144.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.91		eval_len301-400_acc: 0.76		eval_len401-500_acc: 0.752 		lr: 0.001
2l4h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.922		eval_len401-500_acc: 0.752 		lr: 0.001
2l4h64d		 >> early stop 96.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.838		eval_len401-500_acc: 0.752 		lr: 0.0001
2l4h256d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.944		eval_len301-400_acc: 0.791		eval_len401-500_acc: 0.752 		lr: 0.001
2l4h256d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.934		eval_len401-500_acc: 0.869 		lr: 0.0001
4l1h16d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.936		eval_len301-400_acc: 0.893		eval_len401-500_acc: 0.864 		lr: 0.001
4l1h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.939		eval_len301-400_acc: 0.76		eval_len401-500_acc: 0.752 		lr: 0.001
4l1h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.966		eval_len401-500_acc: 0.752 		lr: 0.0001
4l1h256d		 >> early stop 168.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.947		eval_len301-400_acc: 0.835		eval_len401-500_acc: 0.752 		lr: 0.001
4l1h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.955		eval_len301-400_acc: 0.593		eval_len401-500_acc: 0.0 		lr: 0.0001
4l2h16d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.955		eval_len301-400_acc: 0.857		eval_len401-500_acc: 0.752 		lr: 0.001
4l2h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.909		eval_len301-400_acc: 0.76		eval_len401-500_acc: 0.752 		lr: 0.001
4l2h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.968		eval_len401-500_acc: 0.752 		lr: 0.0001
4l2h256d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.971		eval_len401-500_acc: 0.869 		lr: 0.001
4l2h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.963		eval_len301-400_acc: 0.212		eval_len401-500_acc: 0.0 		lr: 0.0001
4l4h16d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.918		eval_len301-400_acc: 0.785		eval_len401-500_acc: 0.752 		lr: 0.001
4l4h64d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.936		eval_len301-400_acc: 0.785		eval_len401-500_acc: 0.752 		lr: 0.001
4l4h64d		 >> early stop 48.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 1.0		eval_len401-500_acc: 0.788 		lr: 0.0001
4l4h256d		 >> early stop 72.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 0.353		eval_len301-400_acc: 0.0		eval_len401-500_acc: 0.0 		lr: 0.001
4l4h256d		 >> early stop 24.0		 eval_len0-200_acc: 1.0		eval_len201-300_acc: 1.0		eval_len301-400_acc: 0.451		eval_len401-500_acc: 0.0 		lr: 0.0001
